Class,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
9464.074,264,5099.4854,514.5888333,820.6,438.083,438.083,930.553,734.485,358.2,18.502,60.855,120.5,816.4946028,2766.805206,370.5158333
9911.664,378,10395.51214,1186.804,930,644.844,644.844,1086.878,781.184,450.9,22.682,90.187,178.5,1399.194595,3907.804023,435.0551667
6871.669,57,57.43885714,674.651,113.8,7.488,7.488,454.888,546.229,110,5.919,6.786,7.7,170.7823214,1297.00781,188.587
6958.988,90,471.0975,170.45225,208.8,25.756,25.756,503.981,559.372,119.8,6.457,10.015,13.4,183.7405625,1320.848958,202.1708333
7247.256,171,1047.25225,277.3502,314.4,60.334,60.334,589.508,582.14,139,7.509,12.441,24.6,273.8223708,1519.598742,225.8663333
7915.169,204,2453.716167,193.432625,416.1,113.776,113.776,644.182,608.257,165.9,8.933,17.35,34.3,414.4768993,1882.698965,246.487
8658.448,165,2704.062875,641.441,514,175.268,175.268,712.007,639.296,208.1,11.11,25.376,50.2,501.7607396,2143.036646,274.3481667
9108.136,270,4255.78,1153.7365,617.5,246.184,246.184,779.72,669.731,250.5,13.253,34.567,68.4,717.129625,2608.556083,302.6951667
9282.556,210,4332.080111,334.759375,714.8,332.283,332.283,832.106,692.539,297,15.567,44.419,87.9,685.4780405,2534.413081,328.2551667
9573.49,384,6374.348625,1029.177667,820.6,438.114,438.114,929.501,734.322,358.1,18.481,60.758,120.3,975.484691,3103.288382,370.2436667
9976.474,432,14553.7976,508.6308571,930,644.749,644.749,1085.993,781.037,450.8,22.655,90.08,178.3,1693.565955,4507.608576,434.8108333
6822.175,30,102.8539,229.7336667,113.8,9.15,9.15,469.54,549.915,112.9,6.064,0,8.9,136.8338806,1217.952094,191.2198333
6934.719,84,354.001125,454.6166667,208.8,25.799,25.799,503.383,559.257,119.8,6.452,9.982,13.4,197.1074826,1343.655965,202.0456667
7222.812,90,1196.871286,198.1074286,314.4,60.34,60.34,588.704,581.993,139,7.502,12.408,24.6,272.8554762,1513.755119,225.7011667
8064.152,240,1840.285375,386.8655,416.1,113.777,113.777,643.308,608.096,165.9,8.924,17.308,34.3,382.3867396,1843.529979,246.306
8775.353,180,2163.2656,962.1625,514,175.27,175.27,711.041,639.116,208.1,11.098,25.321,50.1,484.5620083,2128.34185,274.1293333
8952.16,180,5958.1488,461.4904,617.5,246.232,246.232,778.622,669.509,250.5,13.239,34.494,68.3,793.6889333,2735.921867,302.444
9325.062,378,4873.54125,669.5185,714.8,332.266,332.266,831.084,692.369,296.9,15.55,44.338,87.8,772.3693958,2715.531292,328.0068333
9589.905,288,6374.34275,514.5883333,820.6,438.087,438.087,928.452,734.161,358,18.46,60.66,120.1,924.4615069,3004.253847,369.9721667
9926.287,459,14553.9824,508.6315714,930,644.834,644.834,1085.114,780.892,450.7,22.628,89.973,178.1,1695.724081,4503.789162,434.5678333
6852.604,54,197.9711111,466.5433333,113.8,10.415,10.415,491.159,554.195,116.1,6.237,0,11.3,169.3446204,1282.555574,196.4985
7086.648,66,315.6234444,455.3786667,208.8,26.222,26.222,501.963,559.18,119.9,6.449,8.845,13.2,192.3152593,1359.778685,201.5895
7333.37,90,1047.27425,346.688,314.4,60.348,60.348,587.902,581.846,138.9,7.494,12.374,24.5,272.6728542,1532.013375,225.5026667
8017.144,228,2453.727,386.8655,416.1,113.775,113.775,642.436,607.936,165.9,8.915,17.266,34.2,432.4079583,1935.93525,246.1088333
8743.257,150,2704.096875,641.4423333,514,175.282,175.282,710.078,638.936,208.1,11.087,25.265,50,500.297434,2154.679701,273.911
9007.188,198,4255.870429,288.42975,617.5,246.236,246.236,777.528,669.289,250.4,13.226,34.423,68.2,638.7781816,2435.537363,302.1776667
9231.567,231,3898.7892,1339.0375,714.8,332.243,332.243,830.064,692.199,296.8,15.533,44.258,87.6,734.547225,2624.572783,327.7423333
9499.319,336,7284.950714,514.5883333,820.6,437.956,437.956,927.407,734,357.9,18.44,60.563,119.9,1004.188421,3148.902341,369.7016667
9900.105,297,8085.755444,712.0818,930,645.117,645.117,1084.242,780.748,450.5,22.601,89.868,177.9,1160.07752,3428.343207,434.3098333
6880.126,36,295.05075,469.7703333,113.8,11.001,11.001,507.965,557.196,118.4,6.361,0,13.3,178.3204236,1300.958014,200.537
6979.554,114,483.4448333,273.9516,208.8,26.881,26.881,501.452,559.357,120.1,6.456,6.753,13,195.0897028,1347.771906,201.1863333
7320.932,108,1675.665,198.1075714,314.4,60.343,60.343,587.102,581.7,138.9,7.487,12.341,24.4,314.0657143,1612.907929,225.3216667
8029.144,240,1840.31425,386.86575,416.1,113.781,113.781,641.567,607.777,165.9,8.906,17.224,34.1,382.193,1837.700833,245.9123333
8623.164,270,2163.2959,320.7213333,514,175.259,175.259,709.118,638.757,208.1,11.076,25.209,49.9,438.3912694,2011.073372,273.6933333
8977.22,342,3723.939125,1153.7145,617.5,246.209,246.209,776.437,669.069,250.4,13.212,34.351,68,678.4200521,2510.097104,301.9115
9316.072,252,7797.4916,382.5825714,714.8,332.265,332.265,829.047,692.031,296.8,15.516,44.177,87.5,981.372931,3132.535195,327.5118333
9593.733,384,5099.459,514.588,820.6,438.008,438.008,926.364,733.84,357.8,18.419,60.466,119.7,825.9376667,2808.398,369.4315
9921.895,432,9096.454125,593.4036667,930,645.113,645.113,1083.362,780.603,450.4,22.574,89.761,177.7,1245.540316,3603.144299,434.0666667
6973.127,45,435.375,235.8541667,113.8,11.367,11.367,528.044,560.565,121,6.503,0,15.7,173.7145972,1302.420528,205.302
7087.358,66,327.5245556,457.2283333,208.8,27.242,27.242,501.36,559.452,120.3,6.461,5.693,12.9,193.3502407,1362.358815,201.0276667
7325.491,135,1047.30225,198.1075714,314.4,60.346,60.346,586.303,581.554,138.9,7.48,12.307,24.4,263.8704851,1513.441137,225.1573333
7998.135,120,2453.756,257.9105,416.1,113.778,113.778,640.7,607.618,165.8,8.897,17.182,34,412.4599583,1893.279917,245.6995
8684.069,195,2704.13825,962.165,514,175.261,175.261,708.16,638.577,208,11.064,25.154,49.8,530.5483542,2205.772208,273.4591667
9069.248,270,2979.1861,1153.7075,617.5,246.211,246.211,775.35,668.85,250.4,13.199,34.279,67.9,610.2328,2389.308767,301.663
9252.577,273,7797.412,382.5825714,714.8,332.246,332.246,828.033,691.862,296.7,15.499,44.097,87.3,982.9814643,3125.436262,327.2485
9417.146,480,8499.0915,441.0751429,820.6,437.996,437.996,925.325,733.68,357.7,18.399,60.369,119.5,1110.977637,3349.318107,369.1621667
9918.7,324,12128.629,508.6322857,930,645.115,645.115,1082.492,780.46,450.3,22.547,89.656,177.5,1482.03719,4075.846048,433.8258333
7022.127,48,611.4068333,472.2456667,113.8,11.479,11.479,545.705,563.211,123.2,6.617,0,17.8,210.4119583,1379.843083,209.4221667
7091.468,90,326.7202222,171.393875,208.8,27.135,27.135,500.746,559.256,120.3,6.452,5.864,12.9,171.3918414,1319.25285,200.9196667
7240.053,162,930.9497778,693.377,314.4,60.353,60.353,585.506,581.407,138.9,7.473,12.274,24.3,297.6077315,1566.855463,224.9766667
8045.136,132,1472.2652,257.9106667,416.1,113.773,113.773,639.835,607.459,165.8,8.889,17.14,33.9,331.5704056,1739.530811,245.5038333
8606.977,240,3090.473571,641.444,514,175.283,175.283,707.205,638.399,208,11.053,25.099,49.7,539.6616309,2211.362929,273.2426667
9033.273,270,5958.429,461.4798,617.5,246.206,246.206,774.265,668.631,250.3,13.185,34.208,67.7,800.6758167,2764.4813,301.3815
9415.082,357,4331.854,892.693,714.8,332.171,332.171,827.022,691.694,296.7,15.482,44.017,87.2,743.567,2673.933333,327.0191667
9607.558,384,6374.305,1029.175667,820.6,438.009,438.009,924.29,733.521,357.7,18.378,60.273,119.3,974.7967223,3108.941278,368.9103333
9914.526,324,9096.7295,1780.2085,930,644.783,644.783,1081.636,780.32,450.2,22.52,89.553,177.3,1335.169417,3781.707833,433.5881667
7022.403,51,574.9208571,707.989,113.8,11.432,11.432,555.729,564.6,124.4,6.678,0,19,228.4150714,1413.59081,211.7345
7090.235,66,328.3893333,171.439,208.8,27.203,27.203,500.356,559.226,120.4,6.451,6.039,12.9,169.5338611,1315.344389,200.8953333
7404.616,171,1196.953571,173.34425,314.4,60.355,60.355,584.711,581.261,138.9,7.466,12.24,24.2,277.0988184,1553.444804,224.7963333
7883.136,144,1472.2739,193.433125,416.1,113.776,113.776,638.972,607.3,165.8,8.88,17.098,33.8,327.1007521,1703.786504,245.3083333
8746.884,255,4326.6998,481.08325,514,175.265,175.265,706.252,638.221,208,11.042,25.044,49.6,630.4560042,2416.488675,273.0265
8976.298,180,4965.4055,384.564,617.5,246.286,246.286,773.184,668.413,250.3,13.172,34.136,67.6,703.903875,2561.675583,301.1341667
9348.586,273,4331.803333,669.5205,714.8,332.202,332.202,826.013,691.527,296.6,15.465,43.937,87,717.8391528,2611.651972,326.757
9589.969,360,7284.911429,385.940625,820.6,437.988,437.988,923.257,733.363,357.6,18.358,60.177,119.1,994.9402545,3146.568176,368.6425
9883.334,378,14554.9456,1186.805667,930,645.142,645.142,1080.776,780.18,450.1,22.493,89.449,177.1,1745.011106,4596.371211,433.3496667
6953.436,36,644.0892222,280.237,113.8,10.556,10.556,605.364,571.413,129.8,6.986,0,25,202.8167685,1339.68637,223.0938333
6975.927,90,429.873,343.30425,208.8,27.522,27.522,500.549,559.332,120.6,6.456,4.817,12.9,194.3062708,1345.904375,200.7756667
7255.175,126,837.8726,231.1258333,314.4,60.355,60.355,583.917,581.115,138.9,7.458,12.207,24.2,248.1587861,1470.821406,224.6328333
7936.141,120,1635.872556,773.7325,416.1,113.783,113.783,638.111,607.142,165.8,8.871,17.057,33.8,387.004338,1832.604843,245.1301667
8710.792,210,3605.619167,962.1675,514,175.273,175.273,705.301,638.043,207.9,11.031,24.989,49.5,606.5913889,2362.975278,272.794
9111.324,270,5958.5524,288.421125,617.5,246.245,246.245,772.106,668.195,250.3,13.158,34.065,67.4,786.0156271,2748.673754,300.8706667
9261.09,399,3898.5906,1339.04,714.8,332.188,332.188,825.007,691.36,296.5,15.448,43.857,86.8,747.8982167,2657.451433,326.4953333
9444.379,456,8499.063667,1543.76,820.6,438.022,438.022,922.228,733.205,357.5,18.337,60.081,118.9,1200.476556,3533.637445,368.3751667
10060.128,405,14554.9748,890.1055,930,644.898,644.898,1079.914,780.039,450,22.467,89.345,176.9,1722.378442,4580.85105,433.1108333
6918.103,42,737.2298889,277.6164,113.8,9.781,9.781,628.716,573.974,132,7.106,0,28,213.3336907,1349.755048,228.2993333
7061.008,108,316.6933,172.14275,208.8,28.247,28.247,503.069,560.036,121.2,6.486,3.209,13,172.4275042,1315.815175,201.1666667
7258.737,153,1675.7632,462.252,314.4,60.344,60.344,583.124,580.969,138.9,7.451,12.174,24.1,339.4017667,1654.0827,224.453
7995.143,156,2944.585,221.0665714,416.1,113.786,113.786,637.252,606.983,165.7,8.862,17.015,33.7,452.9029643,1974.446762,244.9186667
8680.692,210,3605.602,962.1685,514,175.282,175.282,704.351,637.864,207.9,11.02,24.934,49.4,606.483625,2357.957417,272.5781667
9018.354,252,2979.3138,1153.6805,617.5,246.233,246.233,771.032,667.979,250.2,13.145,33.994,67.3,608.217525,2377.846883,300.6083333
9248.594,231,3898.5489,334.76025,714.8,332.244,332.244,824.004,691.193,296.5,15.432,43.777,86.7,650.1002625,2459.991192,326.2676667
9456.789,288,6374.284125,441.0744286,820.6,438.11,438.11,921.202,733.048,357.4,18.317,59.985,118.8,917.4108795,2969.809592,368.1253333
9983.93,540,7277.6045,712.0838,930,644.841,644.841,1079.061,779.901,449.8,22.44,89.242,176.7,1112.209525,3348.07655,432.8573333
6896.599,51,1438.6588,457.77,113.8,8.914,8.914,647.028,575.383,133.1,7.173,5.026,30.7,289.7889,1494.456967,233.0683333
7112.304,108,660.851,229.9788333,208.8,28.764,28.764,505.79,560.531,121.7,6.507,1.641,13.3,206.2189028,1391.449639,201.5781667
7268.305,117,837.899,346.689,314.4,60.346,60.346,582.334,580.824,138.9,7.444,12.141,24,256.86025,1490.773167,224.2738333
8082.141,216,1635.881333,386.86675,416.1,113.787,113.787,636.395,606.825,165.7,8.853,16.974,33.6,362.5640903,1808.462681,244.7245
8794.602,225,2704.236,274.9055714,514,175.278,175.278,703.406,637.687,207.9,11.008,24.879,49.2,475.2314643,2114.670262,272.3466667
9098.375,360,3724.17075,329.6202857,617.5,246.223,246.223,769.96,667.762,250.2,13.131,33.923,67.2,610.492753,2395.981506,300.3626667
9243.097,273,3898.5096,669.5205,714.8,332.242,332.242,823.003,691.027,296.4,15.415,43.698,86.5,681.3630917,2521.861517,326.0071667
9569.198,456,5099.4233,1029.172667,820.6,437.974,437.974,920.179,732.892,357.3,18.296,59.89,118.6,874.0250806,2902.061328,367.8595
10057.725,432,14555.3866,1186.806667,930,645.127,645.127,1078.208,779.763,449.7,22.414,89.139,176.5,1749.180939,4634.507545,432.6206667
6839.24,54,1323.9224,190.6654286,113.8,6.715,6.715,641.65,572.505,130.4,7.036,24.684,31.2,258.6077357,1421.390471,234.5791667
7139.239,84,686.8464,172.75175,208.8,29.161,29.161,508.41,560.877,122.2,6.522,0.422,13.6,201.8959292,1386.799692,202.0051667
7346.866,99,1047.38125,173.344625,314.4,60.354,60.354,581.545,580.678,138.9,7.437,12.107,24,258.2917396,1506.890979,224.1111667
8053.16,240,1635.906556,386.86675,416.1,113.778,113.778,635.541,606.668,165.7,8.844,16.932,33.5,364.4678588,1807.635218,244.5308333
8641.51,300,4326.811,274.9058571,514,175.289,175.289,702.463,637.511,207.9,10.997,24.824,49.1,616.5908214,2372.085976,272.1325
9016.402,324,4256.242,329.6188571,617.5,246.291,246.291,768.892,667.547,250.2,13.118,33.853,67,651.7127381,2465.008976,300.1016667
9403.6,336,5569.243571,334.7605,714.8,332.24,332.24,822.005,690.861,296.4,15.398,43.619,86.4,797.8305893,2781.774012,325.7805
9528.606,408,5666.020333,1029.172,820.6,437.993,437.993,919.16,732.737,357.3,18.276,59.794,118.4,917.1204444,2981.731889,367.6111667
10034.512,459,8086.381,1186.809,930,644.916,644.916,1077.356,779.626,449.6,22.387,89.035,176.2,1212.1855,3556.936333,432.3673333
6792.071,36,862.9195714,442.105,113.8,6.255,6.255,627.598,570.036,128.6,6.921,27.501,29.7,238.140881,1375.525095,231.726
7017.986,72,446.32675,197.719,208.8,29.548,29.548,511.495,561.401,122.7,6.545,0,14,183.3402292,1328.729958,202.6901667
7334.434,117,1197.027714,346.68925,314.4,60.362,60.362,580.758,580.532,138.8,7.43,12.074,23.9,286.611247,1561.652161,223.9156667
7944.163,180,2944.6346,773.734,416.1,113.772,113.772,634.688,606.511,165.7,8.835,16.891,33.4,500.6698,2062.067267,244.3375
8614.42,270,3605.714667,641.4473333,514,175.324,175.324,701.522,637.334,207.8,10.986,24.77,49,584.4351667,2303.484333,271.902
9007.43,360,3310.452333,329.6174286,617.5,246.243,246.243,767.827,667.332,250.1,13.104,33.782,66.9,575.7583968,2311.873794,299.8408333
9433.103,273,4331.599778,669.52075,714.8,332.215,332.215,821.01,690.696,296.3,15.382,43.54,86.2,717.206544,2625.706421,325.5213333
9455.014,264,7284.871429,617.503,820.6,438.087,438.087,918.143,732.582,357.2,18.256,59.699,118.2,1005.602369,3146.679238,367.3466667
9927.291,486,7277.7818,508.6321429,930,645.111,645.111,1076.505,779.489,449.5,22.361,88.932,176,1090.451912,3295.802657,432.1311667
6796.582,54,448.9062222,437.3003333,113.8,5.457,5.457,577.593,562.285,122.3,6.575,31.994,24,199.138963,1309.340926,220.7911667
7020.173,102,708.6106,276.6986,208.8,29.446,29.446,510.087,561.234,122.6,6.538,0,13.8,214.1050167,1390.9547,202.3765
7308.997,135,931.0281111,346.6895,314.4,60.357,60.357,579.972,580.387,138.8,7.423,12.041,23.8,265.8545509,1516.078602,223.7371667
7908.174,216,2103.324714,193.4335,416.1,113.791,113.791,633.838,606.354,165.7,8.827,16.849,33.4,385.1173512,1825.137202,244.1613333
8704.327,165,2163.4429,481.08575,514,175.327,175.327,700.584,637.158,207.8,10.975,24.715,48.9,442.0262208,2033.863775,271.6886667
9094.452,360,3724.29,1153.6535,617.5,246.284,246.284,766.766,667.117,250.1,13.091,33.712,66.7,678.7914583,2532.696583,299.581
9240.605,273,6497.340167,334.7605,714.8,332.165,332.165,820.018,690.531,296.2,15.365,43.461,86,869.6504723,2898.778445,325.2625
9485.421,264,10198.804,385.93925,820.6,437.957,437.957,917.13,732.428,357.1,18.235,59.605,118,1228.979604,3598.786875,367.083
10001.075,351,8086.544333,712.084,930,645.135,645.135,1075.66,779.354,449.4,22.334,88.83,175.8,1163.439694,3454.306389,431.8963333
6806.622,42,413.013,327.70725,113.8,5.389,5.389,532.512,555.417,117.3,6.285,30.303,18.7,180.6512708,1284.755208,210.0861667
6995.075,90,530.0011429,230.948,208.8,29.857,29.857,513.978,561.786,123.2,6.561,0,14.3,194.9406786,1347.446857,203.3041667
7249.566,99,1047.4265,277.3516,314.4,60.364,60.364,579.189,580.242,138.8,7.416,12.008,23.8,266.6967583,1508.018017,223.5758333
7927.184,180,1472.3329,773.7345,416.1,113.793,113.793,632.99,606.197,165.6,8.818,16.808,33.3,377.7888667,1813.8574,243.9521667
8683.233,255,3605.753833,962.173,514,175.278,175.278,699.647,636.982,207.8,10.964,24.661,48.8,609.6947361,2365.906306,271.4756667
8976.476,216,4256.373429,329.6137143,617.5,246.244,246.244,765.707,666.903,250.1,13.078,33.642,66.6,642.3337619,2440.367857,299.3383333
9278.108,357,5569.102143,1339.0425,714.8,332.099,332.099,819.028,690.367,296.2,15.349,43.382,85.9,882.8640536,2931.691941,325.0376667
9585.827,456,5099.3983,441.073,820.6,437.988,437.988,916.12,732.274,357,18.215,59.51,117.8,824.4971917,2806.814383,366.8198333
9886.845,486,10396.99743,712.086,930,645.059,645.059,1074.813,779.219,449.2,22.308,88.727,175.6,1367.089036,3842.831238,431.6445
6965.624,30,154.8557,164.381625,113.8,5.604,5.604,501.575,550.818,114.1,6.099,26.367,14.9,140.6753604,1239.044221,202.3098333
7014.461,90,440.2333333,198.3657143,208.8,30.404,30.404,520.136,562.884,124.1,6.609,0,15.1,185.5863373,1330.377341,204.8048333
7260.133,153,837.9518,277.3518,314.4,60.364,60.364,578.406,580.096,138.8,7.409,11.975,23.7,253.6514667,1483.866767,223.3976667
8018.201,216,2103.351857,257.9116667,416.1,113.781,113.781,632.144,606.041,165.6,8.809,16.767,33.2,390.2905436,1854.224254,243.7601667
8674.138,285,3090.657286,320.7246667,514,175.32,175.32,698.712,636.806,207.7,10.953,24.606,48.7,515.7082461,2176.639992,271.2461667
9022.498,180,2979.4884,329.612,617.5,246.287,246.287,764.652,666.69,250,13.064,33.572,66.5,532.8043667,2229.2309,299.0796667
9279.609,210,6497.2175,446.3478333,714.8,332.204,332.204,818.04,690.203,296.1,15.332,43.304,85.7,873.4543611,2913.363056,324.7798333
9491.232,432,5665.987889,771.87775,820.6,438.101,438.101,915.113,732.121,356.9,18.195,59.416,117.6,897.1677199,2936.633107,366.5575
10025.625,324,10397.20071,1780.212,930,644.926,644.926,1073.975,779.085,449.1,22.282,88.625,175.4,1442.477643,4016.993952,431.4111667
6814.078,48,61.60471429,222.2098333,113.8,6.576,6.576,454.465,544.342,110,5.848,14.454,8.6,133.039629,1211.044758,189.6181667
7018.637,84,782.6778,231.3446667,208.8,30.319,30.319,518.135,562.465,123.9,6.591,0,14.9,216.1209556,1392.629744,204.3318333
7349.696,162,1197.079571,277.352,314.4,60.358,60.358,577.625,579.951,138.8,7.402,11.942,23.6,284.2389643,1560.147595,223.22
8061.208,216,2103.350714,309.494,416.1,113.786,113.786,631.299,605.884,165.6,8.8,16.726,33.1,394.4938095,1869.989786,243.5681667
8613.045,300,2704.339625,274.9071429,514,175.317,175.317,697.78,636.631,207.7,10.942,24.552,48.6,480.8404807,2096.934795,271.0341667
9095.528,198,5959.0532,1153.64,617.5,246.268,246.268,763.6,666.477,250,13.051,33.502,66.3,851.1382667,2878.331533,298.8216667
9340.111,231,4331.441889,1339.0435,714.8,332.094,332.094,817.056,690.039,296.1,15.316,43.225,85.6,768.9841158,2714.748398,324.556
9598.637,240,6374.228125,441.0727143,820.6,437.948,437.948,914.109,731.969,356.9,18.175,59.322,117.4,912.4726533,2985.414307,366.3125
10040.392,486,7278.1047,508.6321429,930,644.826,644.826,1073.135,778.952,449,22.256,88.524,175.2,1089.954654,3314.65914,431.1778333
6808.444,48,654.755,189.2391429,113.8,6.178,6.178,569.547,562.256,120.3,6.581,28.385,22.1,193.9432619,1303.40269,218.1948333
6873.895,66,479.1318571,449.428,208.8,23.006,23.006,533.627,562.948,121.4,6.617,19.555,17.4,209.2432381,1350.043476,210.2578333
7251.472,126,1196.695286,693.3725,314.4,60.324,60.324,597.181,583.396,139.1,7.583,12.763,25.3,318.0365655,1607.043964,227.5538333
8043.101,204,1635.690556,221.0648571,416.1,113.767,113.767,652.578,609.657,166.1,9.025,17.758,35.2,349.5589511,1772.287236,248.3863333
8741.458,165,3090.048429,274.9011429,514,175.269,175.269,721.266,640.871,208.4,11.226,25.915,51.3,504.4554643,2160.112762,276.4963333
9024.909,198,5952.3366,576.70875,617.5,245.917,245.917,790.195,671.667,250.8,13.387,35.246,69.8,805.6228625,2769.228558,305.1825
9238.998,357,5570.593571,1339.0295,714.8,332.324,332.324,841.811,693.953,297.6,15.742,45.202,89.5,885.8232559,2925.457512,330.6346667
9504.912,480,5665.870667,385.92625,820.6,437.943,437.943,939.413,735.678,359,18.695,61.703,122.2,872.0809931,2882.541986,372.7815
9937.931,270,14551.971,1780.1895,930,645.021,645.021,1093.797,782.188,452.1,22.935,91.068,180.3,1787.049208,4685.852083,437.0646667
6924.573,36,192.018125,332.3645,113.8,6.421,6.421,511.693,553.821,114.3,6.226,22.721,15.1,159.2404688,1267.529438,203.9768333
6984.501,96,459.487,168.759625,208.8,23.318,23.318,527.944,562.154,120.9,6.583,18.517,16.7,186.0400521,1323.477604,208.7996667
7226.022,162,930.7772222,346.68625,314.4,60.328,60.328,596.361,583.248,139.1,7.575,12.729,25.2,269.8943727,1506.702245,227.3688333
7933.072,204,2944.2594,193.431875,416.1,113.77,113.77,651.683,609.494,166.1,9.016,17.715,35.1,456.2032729,1967.438879,248.1846667
8665.361,165,2163.055,240.53875,514,175.282,175.282,720.276,640.687,208.4,11.214,25.858,51.2,424.2327292,1987.206125,276.2725
8917.964,324,4960.4015,329.5527143,617.5,245.916,245.916,789.067,671.441,250.8,13.373,35.172,69.6,712.7282679,2565.889036,304.9088333
9244.506,273,6498.938667,334.7575,714.8,332.209,332.209,840.761,693.778,297.6,15.724,45.119,89.3,872.3496806,2899.701861,330.3803333
9510.301,456,5099.3707,1543.722,820.6,437.945,437.945,938.359,735.508,358.9,18.674,61.605,122,919.2190583,2977.989783,372.5076667
10019.799,297,12126.92017,1186.790667,930,644.961,644.961,1092.895,782.033,452,22.908,90.961,180.1,1537.627486,4200.911806,436.8161667
6741.028,36,109.7658571,671.1115,113.8,7.11,7.11,477.887,549.476,111.5,6.052,13.666,10.6,176.1731964,1279.80256,194.8635
6962.144,78,442.2067143,450.6043333,208.8,23.625,23.625,522.783,561.485,120.5,6.554,17.297,16,205.9566706,1360.896675,207.4365
7195.572,108,1047.13825,346.6865,314.4,60.335,60.335,595.543,583.101,139.1,7.568,12.695,25.1,275.0001458,1512.021958,227.1845
7962.039,192,2944.2634,515.8183333,416.1,113.764,113.764,650.79,609.331,166.1,9.007,17.673,35,481.9675611,2023.997456,247.9835
8603.264,180,2703.845,481.07775,514,175.277,175.277,719.289,640.503,208.4,11.203,25.802,51.1,490.4811458,2109.577292,276.0495
9060.031,198,5952.6912,384.485,617.5,245.978,245.978,787.943,671.217,250.7,13.36,35.099,69.5,789.3709333,2743.1142,304.6365
9355.014,252,5570.441286,1339.031,714.8,332.203,332.203,839.713,693.604,297.5,15.707,45.037,89.2,876.7866072,2927.248214,330.1268333
9476.686,360,5099.4339,771.86875,820.6,438.05,438.05,937.308,735.337,358.8,18.653,61.508,121.8,846.7840542,2827.773108,372.2343333
9943.653,297,10394.60414,593.397,930,644.74,644.74,1091.992,781.879,451.9,22.88,90.854,179.8,1343.648845,3800.56569,436.5508333
6807.44,39,89.27333333,227.2611667,113.8,8.303,8.303,469.259,549.435,111.8,6.051,2.028,8.8,136.1094583,1214.179583,191.2288333
6921.623,84,431.0014286,338.34075,208.8,23.902,23.902,519.017,561.01,120.3,6.534,16.123,15.5,195.7025149,1334.611196,206.414
7376.12,144,930.7967778,173.343375,314.4,60.327,60.327,594.726,582.953,139.1,7.561,12.661,25.1,253.7745961,1499.831192,227.0168333
7970.025,216,2103.077143,309.4912,416.1,113.767,113.767,649.9,609.169,166.1,8.998,17.63,34.9,396.5749453,1854.743391,247.7828333
8773.164,210,2703.857375,384.8626,514,175.239,175.239,718.304,640.32,208.4,11.191,25.745,51,484.8464979,2126.853829,275.8266667
8965.114,180,2976.4919,768.9876667,617.5,246.015,246.015,786.824,670.994,250.7,13.346,35.026,69.3,571.7666306,2292.351428,304.365
9330.523,315,4874.081125,446.3438333,714.8,332.33,332.33,838.669,693.431,297.4,15.69,44.954,89,749.5024132,2668.846326,329.8573333
9456.067,264,8499.145333,1543.7495,820.6,438.072,438.072,936.259,735.167,358.7,18.632,61.41,121.6,1186.283903,3503.605639,371.9613333
9991.499,324,12127.145,445.048375,930,644.852,644.852,1091.09,781.725,451.8,22.853,90.747,179.6,1477.809365,4077.090729,436.3025
6867.62,54,177.6248,465.889,113.8,10.3,10.3,495.907,555.082,116.1,6.28,0,11.7,168.0819,1281.538967,197.5115
7080.245,108,334.9103333,270.7042,208.8,23.932,23.932,518.125,560.84,120.3,6.527,16.026,15.4,183.9580444,1337.765256,206.203
7234.673,108,1675.4618,693.3735,314.4,60.336,60.336,593.912,582.806,139.1,7.553,12.627,25,356.0754417,1681.040717,226.833
8046,132,2453.601833,257.9095,416.1,113.768,113.768,649.011,609.006,166.1,8.989,17.587,34.8,414.3866944,1903.229889,247.5821667
8610.066,255,2403.444222,481.07875,514,175.27,175.27,717.322,640.137,208.3,11.18,25.689,50.8,471.457581,2073.143162,275.5713333
9030.22,198,5953.3988,1153.5155,617.5,246.013,246.013,785.71,670.774,250.7,13.333,34.955,69.2,853.2593583,2866.441217,304.112
9381.03,399,5570.304714,382.5808571,714.8,332.227,332.227,837.627,693.258,297.4,15.673,44.872,88.8,809.0641309,2796.657095,329.605
9562.459,456,5099.4868,514.585,820.6,437.979,437.979,935.196,734.998,358.6,18.61,61.311,121.4,833.0620667,2815.184967,371.6858333
9988.34,540,9095.4165,508.6282857,930,645.033,645.033,1090.19,781.572,451.6,22.825,90.64,179.4,1248.361482,3617.902964,436.0378333
6994.563,36,543.549,707.1895,113.8,11.329,11.329,540.633,562.635,121.9,6.6,0,16.9,222.655375,1401.07175,208.1113333
6982.202,114,598.8774,451.4136667,208.8,24.06,24.06,516.465,560.607,120.2,6.517,15.674,15.2,221.3228389,1396.558844,205.7771667
7240.223,171,1396.23,693.374,314.4,60.331,60.331,593.098,582.658,139,7.546,12.593,24.9,337.9550833,1645.926333,226.6325
7981.977,216,1840.211125,773.7285,416.1,113.751,113.751,648.125,608.844,166,8.98,17.544,34.7,413.1445521,1890.294604,247.3655
8583.973,255,3605.216833,962.158,514,175.288,175.288,716.343,639.955,208.3,11.168,25.632,50.7,611.5874028,2349.272639,275.3496667
9067.364,198,2977.0006,461.4252,617.5,245.981,245.981,784.604,670.557,250.6,13.32,34.883,69.1,547.41265,2261.2118,303.844
9406.538,210,7798.3406,382.5807143,714.8,332.296,332.296,836.588,693.085,297.3,15.655,44.79,88.7,978.8692762,3140.759219,329.353
